cell_model_index,source.ip,destination.ip,source.port,destination.port,network.protocol,network.transport,Argus.transaction.state,count_z_score_mean,count_z_score_standard_deviation
1800,59.166.0.9,149.171.126.7,*,53,*,*,*,50.72222222222222,6.8944869727401725
1801,59.166.0.9,149.171.126.7,*,6881,*,*,*,19.555555555555557,13.893332622449687
1802,59.166.0.9,149.171.126.7,*,80,*,*,*,25.833333333333332,5.057996968497839
1803,59.166.0.9,149.171.126.8,*,111,*,*,*,12.055555555555555,3.00873214756689
1804,59.166.0.9,149.171.126.8,*,143,*,*,*,6.333333333333333,2.494438257849294
1805,59.166.0.9,149.171.126.8,*,21,*,*,*,5.666666666666667,2.260776661041756
1806,59.166.0.9,149.171.126.8,*,22,*,*,*,6.0,2.7284509239574835
1807,59.166.0.9,149.171.126.8,*,25,*,*,*,10.722222222222221,3.069664396342512
1808,59.166.0.9,149.171.126.8,*,5190,*,*,*,15.0,5.08811250749125
1809,59.166.0.9,149.171.126.8,*,53,*,*,*,52.166666666666664,6.7679801680823175
1810,59.166.0.9,149.171.126.8,*,80,*,*,*,29.0,6.411794687223781
1811,59.166.0.9,149.171.126.8,*,6881,*,*,*,15.833333333333334,10.965856099730654
1812,59.166.0.9,149.171.126.9,*,111,*,*,*,10.555555555555555,2.543449587168799
1813,59.166.0.9,149.171.126.9,*,143,*,*,*,7.055555555555555,2.482655885722703
1814,59.166.0.9,149.171.126.9,*,21,*,*,*,5.722222222222222,2.764970475139845
1815,59.166.0.9,149.171.126.9,*,22,*,*,*,6.166666666666667,3.547299442298794
1816,59.166.0.9,149.171.126.9,*,25,*,*,*,12.222222222222221,4.0077086215269855
1817,59.166.0.9,149.171.126.9,*,5190,*,*,*,15.88888888888889,4.771313456351975
1818,59.166.0.9,149.171.126.9,*,53,*,*,*,48.94444444444444,7.905498945686282
1819,59.166.0.9,149.171.126.9,*,6881,*,*,*,17.77777777777778,15.385980471251367
1820,59.166.0.9,149.171.126.9,*,80,*,*,*,26.61111111111111,5.677821265325957
1821,10.40.170.2,10.40.170.2,*,*,unknown,*,*,19.333333333333332,2.1343747458109497
1822,10.40.182.1,10.40.182.3,*,*,unknown,*,*,15.61111111111111,1.8600743380870228
1823,10.40.182.1,224.0.0.5,*,*,unknown,*,*,20.555555555555557,2.1140330656044943
1824,10.40.182.3,10.40.182.3,*,*,unknown,*,*,19.333333333333332,2.1343747458109497
1825,10.40.182.6,10.40.182.255,*,*,unknown,*,*,100.0,28.284271247461902
1826,10.40.85.1,10.40.85.30,*,*,unknown,*,*,16.11111111111111,1.594744454934147
1827,10.40.85.1,224.0.0.5,*,*,unknown,*,*,20.555555555555557,2.1140330656044943
1828,10.40.85.10,10.40.198.10,*,*,dns,*,*,7.222222222222222,9.258962958222071
1829,10.40.85.10,10.40.85.1,*,*,unknown,*,*,7.444444444444445,0.8314794192830981
1830,10.40.85.10,192.168.241.50,*,*,unknown,*,*,6.888888888888889,0.936238863686262
1831,10.40.85.30,10.40.85.1,*,*,unknown,*,*,19.72222222222222,1.7258027296676741
1832,175.45.176.0,149.171.126.14,*,*,unknown,*,*,11.944444444444445,21.389177487230473
1833,175.45.176.0,149.171.126.15,*,*,unknown,*,*,22.555555555555557,37.367874232973946
1834,175.45.176.0,149.171.126.10,*,*,unknown,*,*,20.0,53.919693372026266
1835,175.45.176.2,149.171.126.14,*,*,unknown,*,*,7.222222222222222,17.20644438560918
1836,175.45.176.3,149.171.126.19,*,*,unknown,*,*,23.444444444444443,46.15219053694011
1837,59.166.0.0,149.171.126.0,*,*,dns,*,*,53.333333333333336,9.16515138991168
1838,59.166.0.0,149.171.126.0,*,*,ftp,*,*,5.944444444444445,2.172357199557461
1839,59.166.0.0,149.171.126.0,*,*,http,*,*,25.22222222222222,4.939135726865082
1840,59.166.0.0,149.171.126.0,*,*,smtp,*,*,9.0,2.4720661623652207
1841,59.166.0.0,149.171.126.0,*,*,ssh,*,*,7.944444444444445,3.9506992661246723
1842,59.166.0.0,149.171.126.0,*,*,unknown,*,*,164.33333333333334,18.469193569593426
1843,59.166.0.0,149.171.126.1,*,*,dns,*,*,54.72222222222222,8.886978961476638
1844,59.166.0.0,149.171.126.1,*,*,ftp,*,*,5.833333333333333,2.5221243250702594
1845,59.166.0.0,149.171.126.1,*,*,http,*,*,31.61111111111111,6.019771949250873
1846,59.166.0.0,149.171.126.1,*,*,smtp,*,*,11.944444444444445,2.6764865489879788
1847,59.166.0.0,149.171.126.1,*,*,ssh,*,*,6.555555555555555,3.9471821485181358
1848,59.166.0.0,149.171.126.1,*,*,unknown,*,*,164.66666666666666,22.754730887834683
1849,59.166.0.0,149.171.126.2,*,*,dns,*,*,52.611111111111114,9.644450844851947
1850,59.166.0.0,149.171.126.2,*,*,ftp,*,*,5.388888888888889,2.312739810722072
1851,59.166.0.0,149.171.126.2,*,*,http,*,*,29.555555555555557,5.0135618545237675
1852,59.166.0.0,149.171.126.2,*,*,smtp,*,*,11.555555555555555,2.9292058503253484
1853,59.166.0.0,149.171.126.2,*,*,ssh,*,*,6.888888888888889,2.9038076323048845
1854,59.166.0.0,149.171.126.2,*,*,unknown,*,*,163.44444444444446,22.65985736500716
1855,59.166.0.0,149.171.126.3,*,*,dns,*,*,53.44444444444444,7.5293663760432965
1856,59.166.0.0,149.171.126.3,*,*,ftp,*,*,6.833333333333333,1.9790570145063193
1857,59.166.0.0,149.171.126.3,*,*,http,*,*,27.77777777777778,4.905275567698692
1858,59.166.0.0,149.171.126.3,*,*,smtp,*,*,12.833333333333334,4.044887033170532
1859,59.166.0.0,149.171.126.3,*,*,ssh,*,*,5.777777777777778,2.593915006650834
1860,59.166.0.0,149.171.126.3,*,*,unknown,*,*,170.94444444444446,21.557345286525173
1861,59.166.0.0,149.171.126.4,*,*,dns,*,*,52.72222222222222,10.597722792895732
1862,59.166.0.0,149.171.126.4,*,*,ftp,*,*,6.166666666666667,2.833333333333333
1863,59.166.0.0,149.171.126.4,*,*,http,*,*,27.61111111111111,4.043360660650836
1864,59.166.0.0,149.171.126.4,*,*,smtp,*,*,10.777777777777779,3.4729999129083966
1865,59.166.0.0,149.171.126.4,*,*,ssh,*,*,6.5,2.242270674512285
1866,59.166.0.0,149.171.126.4,*,*,unknown,*,*,166.22222222222223,21.887478803988863
1867,59.166.0.0,149.171.126.5,*,*,dns,*,*,50.27777777777778,7.496707096048946
1868,59.166.0.0,149.171.126.5,*,*,ftp,*,*,7.444444444444445,2.543449587168799
1869,59.166.0.0,149.171.126.5,*,*,http,*,*,30.22222222222222,4.403982485023648
1870,59.166.0.0,149.171.126.5,*,*,smtp,*,*,12.38888888888889,4.877828397611299
1871,59.166.0.0,149.171.126.5,*,*,ssh,*,*,7.444444444444445,3.3035708327374453
1872,59.166.0.0,149.171.126.5,*,*,unknown,*,*,167.55555555555554,23.580175812703867
1873,59.166.0.0,149.171.126.6,*,*,dns,*,*,51.888888888888886,8.285790305556516
1874,59.166.0.0,149.171.126.6,*,*,ftp,*,*,6.666666666666667,2.333333333333333
1875,59.166.0.0,149.171.126.6,*,*,http,*,*,28.055555555555557,5.7491276847711825
1876,59.166.0.0,149.171.126.6,*,*,smtp,*,*,10.5,3.166666666666667
1877,59.166.0.0,149.171.126.6,*,*,ssh,*,*,7.166666666666667,3.320809807528546
1878,59.166.0.0,149.171.126.6,*,*,unknown,*,*,160.61111111111111,21.977612065435256
1879,59.166.0.0,149.171.126.7,*,*,dns,*,*,52.666666666666664,6.952217871538069
1880,59.166.0.0,149.171.126.7,*,*,ftp,*,*,5.777777777777778,1.8425693279752222
1881,59.166.0.0,149.171.126.7,*,*,http,*,*,28.333333333333332,5.547772325697746
1882,59.166.0.0,149.171.126.7,*,*,smtp,*,*,11.333333333333334,2.728450923957484
1883,59.166.0.0,149.171.126.7,*,*,ssh,*,*,6.666666666666667,2.6457513110645907
1884,59.166.0.0,149.171.126.7,*,*,unknown,*,*,169.77777777777777,23.76167679164535
1885,59.166.0.0,149.171.126.8,*,*,dns,*,*,49.22222222222222,6.3118544163216805
1886,59.166.0.0,149.171.126.8,*,*,ftp,*,*,5.722222222222222,2.5992639033976856
1887,59.166.0.0,149.171.126.8,*,*,http,*,*,23.666666666666668,4.47213595499958
1888,59.166.0.0,149.171.126.8,*,*,smtp,*,*,11.444444444444445,3.4836478681313077
1889,59.166.0.0,149.171.126.8,*,*,ssh,*,*,6.166666666666667,3.6704525909242065
1890,59.166.0.0,149.171.126.8,*,*,unknown,*,*,154.22222222222223,18.170658752675227
1891,59.166.0.0,149.171.126.9,*,*,dns,*,*,52.05555555555556,8.462152485707051
1892,59.166.0.0,149.171.126.9,*,*,ftp,*,*,5.444444444444445,3.0590888662080453
1893,59.166.0.0,149.171.126.9,*,*,http,*,*,24.11111111111111,5.394327152861492
1894,59.166.0.0,149.171.126.9,*,*,smtp,*,*,9.555555555555555,2.671292284482513
1895,59.166.0.0,149.171.126.9,*,*,ssh,*,*,6.944444444444445,3.8220445695148593
1896,59.166.0.0,149.171.126.9,*,*,unknown,*,*,159.11111111111111,18.390483314562722
1897,59.166.0.1,149.171.126.0,*,*,dns,*,*,55.22222222222222,9.204802825793086
1898,59.166.0.1,149.171.126.0,*,*,ftp,*,*,6.388888888888889,1.975935471530971
1899,59.166.0.1,149.171.126.0,*,*,http,*,*,29.166666666666668,4.740487551109297
1900,59.166.0.1,149.171.126.0,*,*,smtp,*,*,12.61111111111111,2.5196756600996815
1901,59.166.0.1,149.171.126.0,*,*,ssh,*,*,6.166666666666667,3.640054944640259
1902,59.166.0.1,149.171.126.0,*,*,unknown,*,*,166.16666666666666,30.142716090845784
1903,59.166.0.1,149.171.126.1,*,*,dns,*,*,51.27777777777778,9.52660342616959
1904,59.166.0.1,149.171.126.1,*,*,ftp,*,*,6.444444444444445,1.9499920860871383
1905,59.166.0.1,149.171.126.1,*,*,http,*,*,25.166666666666668,5.188127472091127
1906,59.166.0.1,149.171.126.1,*,*,smtp,*,*,12.833333333333334,2.5873624493766707
1907,59.166.0.1,149.171.126.1,*,*,ssh,*,*,6.055555555555555,3.3077723659120433
1908,59.166.0.1,149.171.126.1,*,*,unknown,*,*,178.66666666666666,21.071307505705477
1909,59.166.0.1,149.171.126.2,*,*,dns,*,*,55.05555555555556,6.5104379629281315
1910,59.166.0.1,149.171.126.2,*,*,ftp,*,*,6.0,3.4641016151377544
1911,59.166.0.1,149.171.126.2,*,*,http,*,*,27.72222222222222,5.664760027824613
1912,59.166.0.1,149.171.126.2,*,*,smtp,*,*,11.5,3.3374973990834644
1913,59.166.0.1,149.171.126.2,*,*,ssh,*,*,7.111111111111111,4.3955645433005515
1914,59.166.0.1,149.171.126.2,*,*,unknown,*,*,163.77777777777777,20.32938638073673
1915,59.166.0.1,149.171.126.3,*,*,dns,*,*,53.388888888888886,8.314237379933083
1916,59.166.0.1,149.171.126.3,*,*,ftp,*,*,6.722222222222222,2.155240526807869
1917,59.166.0.1,149.171.126.3,*,*,http,*,*,27.77777777777778,4.223683957499603
1918,59.166.0.1,149.171.126.3,*,*,smtp,*,*,11.833333333333334,3.4034296427770228
1919,59.166.0.1,149.171.126.3,*,*,ssh,*,*,6.666666666666667,3.299831645537222
1920,59.166.0.1,149.171.126.3,*,*,unknown,*,*,170.44444444444446,21.15871825098797
1921,59.166.0.1,149.171.126.4,*,*,dns,*,*,53.888888888888886,6.323579233392087
1922,59.166.0.1,149.171.126.4,*,*,ftp,*,*,6.0,2.848001248439177
1923,59.166.0.1,149.171.126.4,*,*,http,*,*,27.333333333333332,5.477225575051661
1924,59.166.0.1,149.171.126.4,*,*,smtp,*,*,12.777777777777779,3.895232920657356
1925,59.166.0.1,149.171.126.4,*,*,ssh,*,*,6.333333333333333,3.073181485764296
1926,59.166.0.1,149.171.126.4,*,*,unknown,*,*,164.66666666666666,23.631429166354806
1927,59.166.0.1,149.171.126.5,*,*,dns,*,*,54.22222222222222,8.21621402103829
1928,59.166.0.1,149.171.126.5,*,*,ftp,*,*,6.611111111111111,2.946540134705804
1929,59.166.0.1,149.171.126.5,*,*,http,*,*,26.833333333333332,5.909032633745278
1930,59.166.0.1,149.171.126.5,*,*,smtp,*,*,11.38888888888889,3.4341243245612425
1931,59.166.0.1,149.171.126.5,*,*,ssh,*,*,6.722222222222222,3.193840522623291
1932,59.166.0.1,149.171.126.5,*,*,unknown,*,*,174.94444444444446,19.426420217557734
1933,59.166.0.1,149.171.126.6,*,*,dns,*,*,52.5,7.952986860293433
1934,59.166.0.1,149.171.126.6,*,*,ftp,*,*,5.944444444444445,2.5706078447242833
1935,59.166.0.1,149.171.126.6,*,*,http,*,*,28.0,4.864839839775475
1936,59.166.0.1,149.171.126.6,*,*,smtp,*,*,10.777777777777779,3.7794114114877666
1937,59.166.0.1,149.171.126.6,*,*,ssh,*,*,6.055555555555555,2.8765763257776924
1938,59.166.0.1,149.171.126.6,*,*,unknown,*,*,168.05555555555554,27.629437244886763
1939,59.166.0.1,149.171.126.7,*,*,dns,*,*,53.55555555555556,10.106225926088127
1940,59.166.0.1,149.171.126.7,*,*,ftp,*,*,6.333333333333333,2.8674417556808756
1941,59.166.0.1,149.171.126.7,*,*,http,*,*,26.38888888888889,5.697356978741096
1942,59.166.0.1,149.171.126.7,*,*,smtp,*,*,11.0,3.858612300930075
1943,59.166.0.1,149.171.126.7,*,*,ssh,*,*,7.055555555555555,3.2569962682444116
1944,59.166.0.1,149.171.126.7,*,*,unknown,*,*,161.77777777777777,20.24723727534082
1945,59.166.0.1,149.171.126.8,*,*,dns,*,*,53.166666666666664,8.077747210701757
1946,59.166.0.1,149.171.126.8,*,*,ftp,*,*,6.277777777777778,2.824605293085814
1947,59.166.0.1,149.171.126.8,*,*,http,*,*,29.666666666666668,5.259911279353167
1948,59.166.0.1,149.171.126.8,*,*,smtp,*,*,11.333333333333334,3.3829638550307397
1949,59.166.0.1,149.171.126.8,*,*,ssh,*,*,7.611111111111111,3.561193446786077
1950,59.166.0.1,149.171.126.8,*,*,unknown,*,*,154.33333333333334,17.172329163188344
1951,59.166.0.1,149.171.126.9,*,*,dns,*,*,52.44444444444444,7.88967132270077
1952,59.166.0.1,149.171.126.9,*,*,ftp,*,*,5.277777777777778,1.994591452335138
1953,59.166.0.1,149.171.126.9,*,*,http,*,*,29.166666666666668,4.336537277085896
1954,59.166.0.1,149.171.126.9,*,*,smtp,*,*,11.5,2.9860788111948193
1955,59.166.0.1,149.171.126.9,*,*,ssh,*,*,5.666666666666667,3.0368111930480994
1956,59.166.0.1,149.171.126.9,*,*,unknown,*,*,157.72222222222223,23.004360831893386
1957,59.166.0.2,149.171.126.0,*,*,dns,*,*,53.55555555555556,7.5514694833538645
1958,59.166.0.2,149.171.126.0,*,*,ftp,*,*,6.333333333333333,2.560381915956203
1959,59.166.0.2,149.171.126.0,*,*,http,*,*,29.22222222222222,5.632796380282922
1960,59.166.0.2,149.171.126.0,*,*,smtp,*,*,12.38888888888889,3.903543815686927
1961,59.166.0.2,149.171.126.0,*,*,ssh,*,*,6.944444444444445,3.2569962682444116
1962,59.166.0.2,149.171.126.0,*,*,unknown,*,*,165.0,18.472201336663215
1963,59.166.0.2,149.171.126.1,*,*,dns,*,*,58.111111111111114,7.475061418468516
1964,59.166.0.2,149.171.126.1,*,*,ftp,*,*,6.944444444444445,1.899480110808751
1965,59.166.0.2,149.171.126.1,*,*,http,*,*,28.11111111111111,4.931631338038255
1966,59.166.0.2,149.171.126.1,*,*,smtp,*,*,12.0,4.203173404306164
1967,59.166.0.2,149.171.126.1,*,*,ssh,*,*,6.611111111111111,3.4341243245612425
1968,59.166.0.2,149.171.126.1,*,*,unknown,*,*,171.77777777777777,19.66541113380873
1969,59.166.0.2,149.171.126.2,*,*,dns,*,*,54.111111111111114,12.346339488505576
1970,59.166.0.2,149.171.126.2,*,*,ftp,*,*,5.833333333333333,2.5221243250702594
1971,59.166.0.2,149.171.126.2,*,*,http,*,*,26.333333333333332,5.385164807134504
1972,59.166.0.2,149.171.126.2,*,*,smtp,*,*,10.88888888888889,2.7261875880856214
1973,59.166.0.2,149.171.126.2,*,*,ssh,*,*,6.944444444444445,3.936611941790417
1974,59.166.0.2,149.171.126.2,*,*,unknown,*,*,164.94444444444446,29.57001525987323
1975,59.166.0.2,149.171.126.3,*,*,dns,*,*,53.22222222222222,11.053182324840789
1976,59.166.0.2,149.171.126.3,*,*,ftp,*,*,7.111111111111111,2.208289657150199
1977,59.166.0.2,149.171.126.3,*,*,http,*,*,27.166666666666668,5.188127472091127
1978,59.166.0.2,149.171.126.3,*,*,smtp,*,*,13.277777777777779,4.2400937562427075
1979,59.166.0.2,149.171.126.3,*,*,ssh,*,*,6.277777777777778,3.508807261030695
1980,59.166.0.2,149.171.126.3,*,*,unknown,*,*,176.27777777777777,15.644685130724303
1981,59.166.0.2,149.171.126.4,*,*,dns,*,*,55.166666666666664,6.718548123582124
1982,59.166.0.2,149.171.126.4,*,*,ftp,*,*,6.222222222222222,2.2249982660556427
1983,59.166.0.2,149.171.126.4,*,*,http,*,*,27.38888888888889,4.680205229223855
1984,59.166.0.2,149.171.126.4,*,*,smtp,*,*,12.666666666666666,4.041451884327381
1985,59.166.0.2,149.171.126.4,*,*,ssh,*,*,5.277777777777778,2.9777985073905326
1986,59.166.0.2,149.171.126.4,*,*,unknown,*,*,167.83333333333334,20.854655755170516
1987,59.166.0.2,149.171.126.5,*,*,dns,*,*,51.05555555555556,7.230123882619488
1988,59.166.0.2,149.171.126.5,*,*,ftp,*,*,6.944444444444445,2.5706078447242833
1989,59.166.0.2,149.171.126.5,*,*,http,*,*,27.72222222222222,5.605607862326159
1990,59.166.0.2,149.171.126.5,*,*,smtp,*,*,12.166666666666666,3.1490739379485304
1991,59.166.0.2,149.171.126.5,*,*,ssh,*,*,6.5,3.7453675090407055
1992,59.166.0.2,149.171.126.5,*,*,unknown,*,*,167.38888888888889,21.473857203815914
1993,59.166.0.2,149.171.126.6,*,*,dns,*,*,48.888888888888886,6.887096541027438
1994,59.166.0.2,149.171.126.6,*,*,ftp,*,*,7.277777777777778,2.42224770628796
1995,59.166.0.2,149.171.126.6,*,*,http,*,*,24.0,5.14241620684717
1996,59.166.0.2,149.171.126.6,*,*,smtp,*,*,11.11111111111111,2.6851213274654606
1997,59.166.0.2,149.171.126.6,*,*,ssh,*,*,6.055555555555555,3.1175528547996
1998,59.166.0.2,149.171.126.6,*,*,unknown,*,*,160.27777777777777,17.78515471945807
1999,59.166.0.2,149.171.126.7,*,*,dns,*,*,50.833333333333336,6.5
2000,59.166.0.2,149.171.126.7,*,*,ftp,*,*,7.166666666666667,2.650995620097811
2001,59.166.0.2,149.171.126.7,*,*,http,*,*,26.555555555555557,4.323350324076382
2002,59.166.0.2,149.171.126.7,*,*,smtp,*,*,11.277777777777779,3.014880789158919
2003,59.166.0.2,149.171.126.7,*,*,ssh,*,*,6.944444444444445,3.1529919163694915
2004,59.166.0.2,149.171.126.7,*,*,unknown,*,*,153.5,13.296825017858795
2005,59.166.0.2,149.171.126.8,*,*,dns,*,*,51.833333333333336,6.474308199851677
2006,59.166.0.2,149.171.126.8,*,*,ftp,*,*,6.055555555555555,2.5489043882121027
2007,59.166.0.2,149.171.126.8,*,*,http,*,*,25.27777777777778,3.476996717404189
2008,59.166.0.2,149.171.126.8,*,*,smtp,*,*,11.277777777777779,3.663719354177233
2009,59.166.0.2,149.171.126.8,*,*,ssh,*,*,6.888888888888889,3.6038388311615233
2010,59.166.0.2,149.171.126.8,*,*,unknown,*,*,159.11111111111111,22.017389311604713
2011,59.166.0.2,149.171.126.9,*,*,dns,*,*,53.111111111111114,6.690697429922044
2012,59.166.0.2,149.171.126.9,*,*,ftp,*,*,6.222222222222222,2.657391276244755
2013,59.166.0.2,149.171.126.9,*,*,http,*,*,29.61111111111111,7.064299044325227
2014,59.166.0.2,149.171.126.9,*,*,smtp,*,*,11.61111111111111,3.5922584800727133
2015,59.166.0.2,149.171.126.9,*,*,ssh,*,*,6.5,3.531603350069515
2016,59.166.0.2,149.171.126.9,*,*,unknown,*,*,159.16666666666666,18.571932227602673
2017,59.166.0.3,149.171.126.0,*,*,dns,*,*,53.94444444444444,6.1596556741989525
2018,59.166.0.3,149.171.126.0,*,*,ftp,*,*,5.5,2.3154073315749675
2019,59.166.0.3,149.171.126.0,*,*,http,*,*,28.88888888888889,5.075966124666853
2020,59.166.0.3,149.171.126.0,*,*,smtp,*,*,11.5,1.8929694486000912
2021,59.166.0.3,149.171.126.0,*,*,ssh,*,*,6.833333333333333,3.5
2022,59.166.0.3,149.171.126.0,*,*,unknown,*,*,157.72222222222223,23.808974861396646
2023,59.166.0.3,149.171.126.1,*,*,dns,*,*,56.55555555555556,8.603760303380417
2024,59.166.0.3,149.171.126.1,*,*,ftp,*,*,5.777777777777778,2.5507200629442215
2025,59.166.0.3,149.171.126.1,*,*,http,*,*,29.944444444444443,5.338250048494068
2026,59.166.0.3,149.171.126.1,*,*,smtp,*,*,11.666666666666666,3.4641016151377544
2027,59.166.0.3,149.171.126.1,*,*,ssh,*,*,6.0,3.1091263510296048
2028,59.166.0.3,149.171.126.1,*,*,unknown,*,*,172.66666666666666,19.145640641032507
2029,59.166.0.3,149.171.126.2,*,*,dns,*,*,49.44444444444444,7.1819389383076935
2030,59.166.0.3,149.171.126.2,*,*,ftp,*,*,6.222222222222222,2.462057756240038
2031,59.166.0.3,149.171.126.2,*,*,http,*,*,28.555555555555557,7.833136325339808
2032,59.166.0.3,149.171.126.2,*,*,smtp,*,*,11.222222222222221,3.5364067695198997
2033,59.166.0.3,149.171.126.2,*,*,ssh,*,*,7.222222222222222,3.837759119815676
2034,59.166.0.3,149.171.126.2,*,*,unknown,*,*,176.72222222222223,18.908568179988773
2035,59.166.0.3,149.171.126.3,*,*,dns,*,*,53.833333333333336,7.58836829188814
2036,59.166.0.3,149.171.126.3,*,*,ftp,*,*,5.833333333333333,1.7716909687891083
2037,59.166.0.3,149.171.126.3,*,*,http,*,*,27.833333333333332,5.727613425813194
2038,59.166.0.3,149.171.126.3,*,*,smtp,*,*,11.61111111111111,3.8461942068157726
2039,59.166.0.3,149.171.126.3,*,*,ssh,*,*,6.611111111111111,2.9465401347058044
2040,59.166.0.3,149.171.126.3,*,*,unknown,*,*,162.27777777777777,15.281817647691126
2041,59.166.0.3,149.171.126.4,*,*,dns,*,*,53.333333333333336,8.793937305515279
2042,59.166.0.3,149.171.126.4,*,*,ftp,*,*,6.222222222222222,2.3465235646603193
2043,59.166.0.3,149.171.126.4,*,*,http,*,*,28.444444444444443,5.6393677957553425
2044,59.166.0.3,149.171.126.4,*,*,smtp,*,*,12.5,3.435921354681384
2045,59.166.0.3,149.171.126.4,*,*,ssh,*,*,6.666666666666667,3.265986323710904
2046,59.166.0.3,149.171.126.4,*,*,unknown,*,*,161.55555555555554,24.23776259893782
2047,59.166.0.3,149.171.126.5,*,*,dns,*,*,55.388888888888886,7.6459058680584
2048,59.166.0.3,149.171.126.5,*,*,ftp,*,*,6.722222222222222,2.9022128636908837
2049,59.166.0.3,149.171.126.5,*,*,http,*,*,26.61111111111111,4.854996153893532
2050,59.166.0.3,149.171.126.5,*,*,smtp,*,*,12.055555555555555,3.4395125982586903
2051,59.166.0.3,149.171.126.5,*,*,ssh,*,*,6.722222222222222,3.1588597724065557
2052,59.166.0.3,149.171.126.5,*,*,unknown,*,*,168.94444444444446,24.427835266401917
2053,59.166.0.3,149.171.126.6,*,*,dns,*,*,52.77777777777778,9.040375825247997
2054,59.166.0.3,149.171.126.6,*,*,ftp,*,*,5.333333333333333,2.581988897471611
2055,59.166.0.3,149.171.126.6,*,*,http,*,*,27.166666666666668,5.387743291748205
2056,59.166.0.3,149.171.126.6,*,*,smtp,*,*,11.666666666666666,3.248931448269655
2057,59.166.0.3,149.171.126.6,*,*,ssh,*,*,6.277777777777778,2.3759338644825663
2058,59.166.0.3,149.171.126.6,*,*,unknown,*,*,161.27777777777777,18.027157154186245
2059,59.166.0.3,149.171.126.7,*,*,dns,*,*,51.22222222222222,7.685162873684703
2060,59.166.0.3,149.171.126.7,*,*,ftp,*,*,5.611111111111111,2.312739810722072
2061,59.166.0.3,149.171.126.7,*,*,http,*,*,27.22222222222222,4.882571676159962
2062,59.166.0.3,149.171.126.7,*,*,smtp,*,*,12.555555555555555,4.245549594342845
2063,59.166.0.3,149.171.126.7,*,*,ssh,*,*,5.666666666666667,3.38296385503074
2064,59.166.0.3,149.171.126.7,*,*,unknown,*,*,161.0,21.8377858055456
2065,59.166.0.3,149.171.126.8,*,*,dns,*,*,55.72222222222222,8.312009755338327
2066,59.166.0.3,149.171.126.8,*,*,ftp,*,*,5.888888888888889,2.157387537660844
2067,59.166.0.3,149.171.126.8,*,*,http,*,*,26.0,4.2946995755750415
2068,59.166.0.3,149.171.126.8,*,*,smtp,*,*,10.555555555555555,3.320345066107541
2069,59.166.0.3,149.171.126.8,*,*,ssh,*,*,5.611111111111111,2.336637871645899
2070,59.166.0.3,149.171.126.8,*,*,unknown,*,*,159.72222222222223,22.392472831426478
2071,59.166.0.3,149.171.126.9,*,*,dns,*,*,49.388888888888886,8.857757986263222
2072,59.166.0.3,149.171.126.9,*,*,ftp,*,*,6.611111111111111,2.336637871645899
2073,59.166.0.3,149.171.126.9,*,*,http,*,*,24.22222222222222,4.3018801516902085
2074,59.166.0.3,149.171.126.9,*,*,smtp,*,*,10.777777777777779,2.839318297595697
2075,59.166.0.3,149.171.126.9,*,*,ssh,*,*,6.833333333333333,3.5000000000000004
2076,59.166.0.3,149.171.126.9,*,*,unknown,*,*,161.05555555555554,22.33699527744704
2077,59.166.0.4,149.171.126.0,*,*,dns,*,*,54.111111111111114,6.756798131338121
2078,59.166.0.4,149.171.126.0,*,*,ftp,*,*,6.888888888888889,2.9793528172870936
2079,59.166.0.4,149.171.126.0,*,*,http,*,*,30.0,5.811865258054231
2080,59.166.0.4,149.171.126.0,*,*,smtp,*,*,12.777777777777779,4.64943910064615
2081,59.166.0.4,149.171.126.0,*,*,ssh,*,*,7.5,4.400126260814695
2082,59.166.0.4,149.171.126.0,*,*,unknown,*,*,175.55555555555554,20.97146797760716
2083,59.166.0.4,149.171.126.1,*,*,dns,*,*,51.44444444444444,10.19924954876704
2084,59.166.0.4,149.171.126.1,*,*,ftp,*,*,6.333333333333333,2.211083193570267
2085,59.166.0.4,149.171.126.1,*,*,http,*,*,28.88888888888889,3.7548322774924006
2086,59.166.0.4,149.171.126.1,*,*,smtp,*,*,10.555555555555555,3.7891984233288736
2087,59.166.0.4,149.171.126.1,*,*,ssh,*,*,5.833333333333333,3.166666666666667
2088,59.166.0.4,149.171.126.1,*,*,unknown,*,*,182.94444444444446,31.12782289246537
2089,59.166.0.4,149.171.126.2,*,*,dns,*,*,54.94444444444444,6.328702010349552
2090,59.166.0.4,149.171.126.2,*,*,ftp,*,*,6.944444444444445,2.9339435392246433
2091,59.166.0.4,149.171.126.2,*,*,http,*,*,25.77777777777778,2.9917582261858358
2092,59.166.0.4,149.171.126.2,*,*,smtp,*,*,11.88888888888889,4.319064827905958
2093,59.166.0.4,149.171.126.2,*,*,ssh,*,*,6.611111111111111,3.401615447742585
2094,59.166.0.4,149.171.126.2,*,*,unknown,*,*,172.83333333333334,23.053681316054973
2095,59.166.0.4,149.171.126.3,*,*,dns,*,*,57.611111111111114,7.14250880984864
2096,59.166.0.4,149.171.126.3,*,*,ftp,*,*,5.833333333333333,2.852873794770615
2097,59.166.0.4,149.171.126.3,*,*,http,*,*,27.944444444444443,5.582434974714312
2098,59.166.0.4,149.171.126.3,*,*,smtp,*,*,11.88888888888889,3.510126444206959
2099,59.166.0.4,149.171.126.3,*,*,ssh,*,*,6.722222222222222,3.9130203673200743
